Result Number,Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
1280,LC08_L2SP_202020_20200422_20200822_02_T2,LC08_L1GT_202020_20200422_20200822_02_T2,LC82020202020113LGN00,2020/04/22,T2,2, 202, 020, 202, 020,NADIR,   0.000,2020/08/22,2020/08/22,2020-04-22 10:56:15.849219,2020-04-22 10:56:47.619218,LGN,DAY,  -1.00,   0.00,-1,5,,,,LPGS_15.3.1c,43.90571524,161.19838774,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,57°18'35.42"N,1°43'23.63"E,58°22'20.28"N,0°24'16.70"W,58°24'54.86"N,3°46'19.06"E,56°09'48.38"N,0°12'23.51"W,56°12'10.44"N,3°43'37.02"E, 57.30984,   1.72323, 58.37230,  -0.40464, 58.41524,   3.77196, 56.16344,  -0.20653, 56.20290,   3.72695,LC08_L2SP_202020_20200422_20200822_02_T2,LC82020202020113LGN00
1281,LC08_L2SP_202021_20200422_20200822_02_T2,LC08_L1GT_202021_20200422_20200822_02_T2,LC82020212020113LGN00,2020/04/22,T2,2, 202, 021, 202, 021,NADIR,   0.000,2020/08/22,2020/08/22,2020-04-22 10:56:39.723314,2020-04-22 10:57:11.493313,LGN,DAY,  -1.00,   0.00,-1,5,,,,LPGS_15.3.1c,45.09998015,159.82862398,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,55°54'40.50"N,0°56'46.61"E,56°57'52.06"N,1°07'27.88"W,57°01'56.75"N,2°53'52.26"E,54°45'05.26"N,0°53'45.89"W,54°48'50.47"N,2°54'12.67"E, 55.91125,   0.94628, 56.96446,  -1.12441, 57.03243,   2.89785, 54.75146,  -0.89608, 54.81402,   2.90352,LC08_L2SP_202021_20200422_20200822_02_T2,LC82020212020113LGN00
1282,LC08_L2SP_202022_20200422_20200822_02_T1,LC08_L1TP_202022_20200422_20200822_02_T1,LC82020222020113LGN00,2020/04/22,T1,2, 202, 022, 202, 022,NADIR,   0.000,2020/08/22,2020/08/22,2020-04-22 10:57:03.601645,2020-04-22 10:57:35.371645,LGN,DAY,   0.06,   0.01,227,5,    6.566,    4.868,    4.406,LPGS_15.3.1c,46.28281715,158.45476652,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,54°30'30.89"N,0°12'58.90"E,55°33'11.09"N,1°47'55.25"W,55°38'36.92"N,2°04'36.80"E,53°20'19.72"N,1°32'45.67"W,53°25'20.10"N,2°07'32.52"E, 54.50858,   0.21636, 55.55308,  -1.79868, 55.64359,   2.07689, 53.33881,  -1.54602, 53.42225,   2.12570,LC08_L2SP_202022_20200422_20200822_02_T1,LC82020222020113LGN00
1283,LC08_L2SP_202023_20200422_20200822_02_T1,LC08_L1TP_202023_20200422_20200822_02_T1,LC82020232020113LGN00,2020/04/22,T1,2, 202, 023, 202, 023,NADIR,   0.000,2020/08/22,2020/08/22,2020-04-22 10:57:27.479977,2020-04-22 10:57:59.249976,LGN,DAY,   0.07,   0.06,521,5,    5.643,    3.983,    3.998,LPGS_15.3.1c,47.45293708,157.06790126,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,53°06'08.82"N,0°28'18.80"W,54°11'09.17"N,2°11'54.78"W,54°06'32.26"N,1°22'33.13"E,52°03'29.99"N,2°14'13.81"W,51°59'13.52"N,1°09'56.56"E, 53.10245,  -0.47189, 54.18588,  -2.19855, 54.10896,   1.37587, 52.05833,  -2.23717, 51.98709,   1.16571,LC08_L2SP_202023_20200422_20200822_02_T1,LC82020232020113LGN00
1284,LC08_L2SP_202024_20200422_20200822_02_T1,LC08_L1TP_202024_20200422_20200822_02_T1,LC82020242020113LGN00,2020/04/22,T1,2, 202, 024, 202, 024,NADIR,   0.000,2020/08/22,2020/08/22,2020-04-22 10:57:51.354072,2020-04-22 10:58:23.124071,LGN,DAY,   0.10,   0.10,973,5,    5.840,    4.017,    4.239,LPGS_15.3.1c,48.60906825,155.66003399,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,51°41'36.20"N,1°07'22.08"W,52°46'11.93"N,2°48'42.34"W,52°42'49.86"N,0°39'09.32"E,50°38'10.79"N,2°49'13.48"W,50°35'03.52"N,0°29'06.50"E, 51.69339,  -1.12280, 52.76998,  -2.81176, 52.71385,   0.65259, 50.63633,  -2.82041, 50.58431,   0.48514,LC08_L2SP_202024_20200422_20200822_02_T1,LC82020242020113LGN00
1285,LC08_L2SP_202025_20200422_20200822_02_T1,LC08_L1TP_202025_20200422_20200822_02_T1,LC82020252020113LGN00,2020/04/22,T1,2, 202, 025, 202, 025,NADIR,   0.000,2020/08/22,2020/08/22,2020-04-22 10:58:15.232404,2020-04-22 10:58:47.002403,LGN,DAY,   1.27,   3.60,666,5,    6.440,    4.422,    4.682,LPGS_15.3.1c,49.75024320,154.22249702,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'52.61"N,1°44'26.30"W,51°21'02.56"N,3°23'41.60"W,51°18'49.57"N,0°01'57.04"W,49°12'49.93"N,3°22'39.36"W,49°10'46.60"N,0°09'44.14"W, 50.28128,  -1.74064, 51.35071,  -3.39489, 51.31377,  -0.03251, 49.21387,  -3.37760, 49.17961,  -0.16226,LC08_L2SP_202025_20200422_20200822_02_T1,LC82020252020113LGN00
1286,LC08_L2SP_209018_20200423_20200822_02_T2,LC08_L1GT_209018_20200423_20200822_02_T2,LC82090182020114LGN00,2020/04/23,T2,2, 209, 018, 209, 018,NADIR,   0.000,2020/08/22,2020/08/22,2020-04-23 11:38:43.285824,2020-04-23 11:39:15.055823,LGN,DAY,  -1.00,   2.02,-1,5,,,,LPGS_15.3.1c,41.83109349,163.95696090,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,60°05'35.92"N,7°22'21.25"W,61°11'27.85"N,9°33'42.30"W,61°08'07.66"N,5°04'49.69"W,59°00'13.86"N,9°31'32.59"W,58°57'10.51"N,5°19'52.39"W, 60.09331,  -7.37257, 61.19107,  -9.56175, 61.13546,  -5.08047, 59.00385,  -9.52572, 58.95292,  -5.33122,LC08_L2SP_209018_20200423_20200822_02_T2,LC82090182020114LGN00
1287,LC08_L2SP_200024_20200424_20200822_02_T1,LC08_L1TP_200024_20200424_20200822_02_T1,LC82000242020115LGN00,2020/04/24,T1,2, 200, 024, 200, 024,NADIR,   0.000,2020/08/22,2020/08/22,2020-04-24 10:45:28.731356,2020-04-24 10:46:00.501355,LGN,DAY,  12.86,  17.15,437,5,    7.563,    5.106,    5.579,LPGS_15.3.1c,49.26574350,155.51641656,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,51°41'36.02"N,1°57'53.42"E,52°44'59.06"N,0°09'55.87"E,52°46'53.29"N,3°42'47.30"E,50°34'21.90"N,0°17'53.84"E,50°36'07.60"N,3°40'46.88"E, 51.69334,   1.96484, 52.74974,   0.16552, 52.78147,   3.71314, 50.57275,   0.29829, 50.60211,   3.67969,LC08_L2SP_200024_20200424_20200822_02_T1,LC82000242020115LGN00
1288,LC08_L2SP_207020_20200425_20200822_02_T1,LC08_L1TP_207020_20200425_20200822_02_T1,LC82070202020116LGN00,2020/04/25,T1,2, 207, 020, 207, 020,NADIR,   0.000,2020/08/22,2020/08/22,2020-04-25 11:27:08.364621,2020-04-25 11:27:40.13462,LGN,DAY,   7.73,   8.67,1275,5,    5.412,    3.977,    3.671,LPGS_15.3.1c,44.90462014,161.11522495,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,57°18'35.14"N,6°00'21.06"W,58°24'27.90"N,7°56'08.02"W,58°18'38.63"N,3°54'22.39"W,56°15'56.34"N,7°59'44.77"W,56°10'34.46"N,4°11'34.98"W, 57.30976,  -6.00585, 58.40775,  -7.93556, 58.31073,  -3.90622, 56.26565,  -7.99577, 56.17624,  -4.19305,LC08_L2SP_207020_20200425_20200822_02_T1,LC82070202020116LGN00
1289,LC08_L2SP_207022_20200425_20200822_02_T1,LC08_L1TP_207022_20200425_20200822_02_T1,LC82070222020116LGN00,2020/04/25,T1,2, 207, 022, 207, 022,NADIR,   0.000,2020/08/22,2020/08/22,2020-04-25 11:27:56.112812,2020-04-25 11:28:27.882811,LGN,DAY,  10.02,  16.68,925,5,    6.141,    4.338,    4.347,LPGS_15.3.1c,47.27824383,158.30839065,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,54°30'31.46"N,7°30'44.53"W,55°35'14.14"N,9°21'02.23"W,55°32'25.94"N,5°35'55.10"W,53°26'08.77"N,9°19'57.61"W,53°23'33.36"N,5°46'20.78"W, 54.50874,  -7.51237, 55.58726,  -9.35062, 55.54054,  -5.59864, 53.43577,  -9.33267, 53.39260,  -5.77244,LC08_L2SP_207022_20200425_20200822_02_T1,LC82070222020116LGN00
1290,LC08_L2SP_205022_20200427_20200822_02_T1,LC08_L1TP_205022_20200427_20200822_02_T1,LC82050222020118LGN00,2020/04/27,T1,2, 205, 022, 205, 022,NADIR,   0.000,2020/08/22,2020/08/22,2020-04-27 11:15:33.405379,2020-04-27 11:16:05.175378,LGN,DAY,  38.92,  17.14,220,5,    7.858,    5.446,    5.664,LPGS_15.3.1c,47.91467770,158.19975635,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,54°30'29.95"N,4°25'27.62"W,55°33'54.90"N,6°23'09.78"W,55°36'40.18"N,2°32'28.36"W,53°22'07.75"N,6°12'33.19"W,53°24'40.25"N,2°33'54.79"W, 54.50832,  -4.42434, 55.56525,  -6.38605, 55.61116,  -2.54121, 53.36882,  -6.20922, 53.41118,  -2.56522,LC08_L2SP_205022_20200427_20200822_02_T1,LC82050222020118LGN00
1291,LC08_L2SP_208019_20200502_20200820_02_T1,LC08_L1TP_208019_20200502_20200820_02_T1,LC82080192020123LGN00,2020/05/02,T1,2, 208, 019, 208, 019,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-02 11:32:51.315691,2020-05-02 11:33:23.08569,LGN,DAY,  59.80,  15.84,140,5,    7.018,    5.235,    4.674,LPGS_15.3.1c,45.87475725,162.31688504,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,58°42'15.23"N,6°43'27.19"W,59°48'07.81"N,8°46'44.44"W,59°43'34.75"N,4°31'51.67"W,57°38'09.42"N,8°47'32.35"W,57°33'58.54"N,4°47'57.44"W, 58.70423,  -6.72422, 59.80217,  -8.77901, 59.72632,  -4.53102, 57.63595,  -8.79232, 57.56626,  -4.79929,LC08_L2SP_208019_20200502_20200820_02_T1,LC82080192020123LGN00
1292,LC08_L2SP_204020_20200506_20200820_02_T1,LC08_L1TP_204020_20200506_20200820_02_T1,LC82040202020127LGN00,2020/05/06,T1,2, 204, 020, 204, 020,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-06 11:08:29.470044,2020-05-06 11:09:01.240043,LGN,DAY,   0.79,   0.52,472,5,    6.129,    3.966,    4.673,LPGS_15.3.1c,48.20982138,160.63909738,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,57°18'34.70"N,1°22'32.16"W,58°23'53.41"N,3°22'04.19"W,58°20'41.96"N,0°42'28.98"E,56°13'53.40"N,3°20'48.52"W,56°10'57.14"N,0°29'48.05"E, 57.30964,  -1.37560, 58.39817,  -3.36783, 58.34499,   0.70805, 56.23150,  -3.34681, 56.18254,   0.49668,LC08_L2SP_204020_20200506_20200820_02_T1,LC82040202020127LGN00
1293,LC08_L2SP_204021_20200506_20200820_02_T1,LC08_L1TP_204021_20200506_20200820_02_T1,LC82040212020127LGN00,2020/05/06,T1,2, 204, 021, 204, 021,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-06 11:08:53.344139,2020-05-06 11:09:25.114138,LGN,DAY,   0.02,   0.35,1246,5,    5.910,    3.940,    4.405,LPGS_15.3.1c,49.39500462,159.12403806,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,55°54'39.85"N,2°09'08.53"W,56°59'23.82"N,4°05'39.91"W,56°57'45.50"N,0°09'57.82"W,54°49'13.55"N,4°02'05.93"W,54°47'42.86"N,0°19'11.24"W, 55.91107,  -2.15237, 56.98995,  -4.09442, 56.96264,  -0.16606, 54.82043,  -4.03498, 54.79524,  -0.31979,LC08_L2SP_204021_20200506_20200820_02_T1,LC82040212020127LGN00
1294,LC08_L2SP_204022_20200506_20200820_02_T1,LC08_L1TP_204022_20200506_20200820_02_T1,LC82040222020127LGN00,2020/05/06,T1,2, 204, 022, 204, 022,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-06 11:09:17.22247,2020-05-06 11:09:48.99247,LGN,DAY,   0.05,   0.04,1193,5,    6.006,    4.186,    4.306,LPGS_15.3.1c,50.56625886,157.59191347,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,54°30'30.38"N,2°52'56.10"W,55°34'39.22"N,4°46'41.38"W,55°34'25.79"N,0°58'51.20"W,53°24'19.62"N,4°41'10.64"W,53°24'07.24"N,1°05'06.68"W, 54.50844,  -2.88225, 55.57756,  -4.77816, 55.57383,  -0.98089, 53.40545,  -4.68629, 53.40201,  -1.08519,LC08_L2SP_204022_20200506_20200820_02_T1,LC82040222020127LGN00
1295,LC08_L2SP_204023_20200506_20200820_02_T1,LC08_L1TP_204023_20200506_20200820_02_T1,LC82040232020127LGN00,2020/05/06,T1,2, 204, 023, 204, 023,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-06 11:09:41.096566,2020-05-06 11:10:12.866565,LGN,DAY,   0.04,   0.03,889,5,    5.748,    4.033,    4.095,LPGS_15.3.1c,51.72191567,156.03320023,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,53°06'09.22"N,3°34'12.72"W,54°09'51.23"N,5°25'12.54"W,54°10'55.52"N,1°45'09.76"W,51°59'13.45"N,5°18'03.60"W,52°00'12.89"N,1°48'51.01"W, 53.10256,  -3.57020, 54.16423,  -5.42015, 54.18209,  -1.75271, 51.98707,  -5.30100, 52.00358,  -1.81417,LC08_L2SP_204023_20200506_20200820_02_T1,LC82040232020127LGN00
1296,LC08_L2SP_204024_20200506_20200820_02_T1,LC08_L1TP_204024_20200506_20200820_02_T1,LC82040242020127LGN00,2020/05/06,T1,2, 204, 024, 204, 024,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-06 11:10:04.974897,2020-05-06 11:10:36.744896,LGN,DAY,   0.08,   0.12,941,5,    6.218,    4.424,    4.369,LPGS_15.3.1c,52.86079255,154.43730351,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,51°41'35.88"N,4°13'16.21"W,52°44'51.36"N,6°01'47.86"W,52°47'06.54"N,2°28'25.07"W,50°34'05.81"N,5°53'16.40"W,50°36'10.84"N,2°29'54.06"W, 51.69330,  -4.22117, 52.74760,  -6.02996, 52.78515,  -2.47363, 50.56828,  -5.88789, 50.60301,  -2.49835,LC08_L2SP_204024_20200506_20200820_02_T1,LC82040242020127LGN00
1297,LC08_L2SP_202025_20200508_20200820_02_T1,LC08_L1TP_202025_20200508_20200820_02_T1,LC82020252020129LGN00,2020/05/08,T1,2, 202, 025, 202, 025,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-08 10:58:05.946665,2020-05-08 10:58:37.716664,LGN,DAY,  27.61,  15.73,533,5,    7.129,    4.823,    5.250,LPGS_15.3.1c,54.50458170,152.54619084,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'51.67"N,1°45'01.19"W,51°21'02.38"N,3°24'28.15"W,51°18'50.36"N,0°02'28"W,49°12'49.79"N,3°23'23.86"W,49°10'47.35"N,0°10'13.73"W, 50.28102,  -1.75033, 51.35066,  -3.40782, 51.31399,  -0.04111, 49.21383,  -3.38996, 49.17982,  -0.17048,LC08_L2SP_202025_20200508_20200820_02_T1,LC82020252020129LGN00
1298,LC08_L2SP_207022_20200511_20200820_02_T1,LC08_L1TP_207022_20200511_20200820_02_T1,LC82070222020132LGN00,2020/05/11,T1,2, 207, 022, 207, 022,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-11 11:27:48.962019,2020-05-11 11:28:20.732018,LGN,DAY,   4.27,   5.67,1001,5,    6.504,    4.599,    4.599,LPGS_15.3.1c,51.88575769,157.27345164,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,54°30'30.60"N,7°27'09.11"W,55°35'24.43"N,9°17'19.57"W,55°32'29.44"N,5°32'12.16"W,53°26'09.31"N,9°16'26.26"W,53°23'27.60"N,5°42'50"W, 54.50850,  -7.45253, 55.59012,  -9.28877, 55.54151,  -5.53671, 53.43592,  -9.27396, 53.39100,  -5.71389,LC08_L2SP_207022_20200511_20200820_02_T1,LC82070222020132LGN00
1299,LC08_L2SP_207023_20200511_20200820_02_T1,LC08_L1TP_207023_20200511_20200820_02_T1,LC82070232020132LGN00,2020/05/11,T1,2, 207, 023, 207, 023,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-11 11:28:12.844587,2020-05-11 11:28:44.614586,LGN,DAY,  12.44,  12.51,562,5,    6.732,    4.800,    4.720,LPGS_15.3.1c,53.03525274,155.64813029,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,53°06'09.47"N,8°08'37.57"W,54°10'26.72"N,9°56'26.30"W,54°08'51.50"N,6°18'24.05"W,52°01'10.70"N,9°53'41.24"W,51°59'42.58"N,6°26'16.15"W, 53.10263,  -8.14377, 54.17409,  -9.94064, 54.14764,  -6.30668, 52.01964,  -9.89479, 51.99516,  -6.43782,LC08_L2SP_207023_20200511_20200820_02_T1,LC82070232020132LGN00
1300,LC08_L2SP_205025_20200513_20200820_02_T1,LC08_L1TP_205025_20200513_20200820_02_T1,LC82050252020134LGN00,2020/05/13,T1,2, 205, 025, 205, 025,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-13 11:16:39.511859,2020-05-13 11:17:11.281858,LGN,DAY,  58.64,  16.64,14,5,   10.444,    8.174,    6.502,LPGS_15.3.1c,55.75001109,152.00077425,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,50°16'51.78"N,6°19'33.60"W,51°21'26.21"N,7°55'48.11"W,51°16'46.81"N,4°36'21.74"W,49°14'42.14"N,7°58'35.04"W,49°10'22.76"N,4°47'44.84"W, 50.28105,  -6.32600, 51.35728,  -7.93003, 51.27967,  -4.60604, 49.24504,  -7.97640, 49.17299,  -4.79579,LC08_L2SP_205025_20200513_20200820_02_T1,LC82050252020134LGN00
1301,LC08_L2SP_203025_20200515_20200820_02_T1,LC08_L1TP_203025_20200515_20200820_02_T1,LC82030252020136LGN00,2020/05/15,T1,2, 203, 025, 203, 025,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-15 11:04:18.375713,2020-05-15 11:04:50.145713,LGN,DAY,  17.08,   6.24,276,5,    7.885,    5.400,    5.745,LPGS_15.3.1c,56.19868611,151.73352224,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'52.18"N,3°13'59.20"W,51°20'26.20"N,4°56'43.44"W,51°20'51.32"N,1°32'02.18"W,49°10'50.27"N,4°51'33.59"W,49°11'13.56"N,1°35'55.75"W, 50.28116,  -3.23311, 51.34061,  -4.94540, 51.34759,  -1.53394, 49.18063,  -4.85933, 49.18710,  -1.59882,LC08_L2SP_203025_20200515_20200820_02_T1,LC82030252020136LGN00
1302,LC08_L2SP_203026_20200515_20200820_02_T1,LC08_L1TP_203026_20200515_20200820_02_T1,LC82030262020136LGN00,2020/05/15,T1,2, 203, 026, 203, 026,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-15 11:04:42.266753,2020-05-15 11:05:14.036752,LGN,DAY,   0.77,   0.36,714,5,    7.157,    4.615,    5.470,LPGS_15.3.1c,57.27875152,149.88300260,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'58.28"N,3°49'26.36"W,49°55'07.90"N,5°29'52.01"W,49°56'34.48"N,2°11'14.89"W,47°45'23.11"N,5°23'32.86"W,47°46'43.39"N,2°13'18.37"W, 48.86619,  -3.82399, 49.91886,  -5.49778, 49.94291,  -2.18747, 47.75642,  -5.39246, 47.77872,  -2.22177,LC08_L2SP_203026_20200515_20200820_02_T1,LC82030262020136LGN00
1303,LC08_L2SP_199024_20200519_20200820_02_T1,LC08_L1TP_199024_20200519_20200820_02_T1,LC81990242020140LGN00,2020/05/19,T1,2, 199, 024, 199, 024,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-19 10:39:12.170116,2020-05-19 10:39:43.940115,LGN,DAY,  10.22,   9.13,354,5,    7.133,    5.093,    4.994,LPGS_15.3.1c,55.93000380,153.01101796,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,51°41'36.42"N,3°34'21.83"E,52°45'42.08"N,1°49'55.96"E,52°44'39.70"N,5°20'21.19"E,50°36'24.70"N,1°53'10.97"E,50°35'26.95"N,5°13'50.92"E, 51.69345,   3.57273, 52.76169,   1.83221, 52.74436,   5.33922, 50.60686,   1.88638, 50.59082,   5.23081,LC08_L2SP_199024_20200519_20200820_02_T1,LC81990242020140LGN00
1304,LC08_L2SP_199025_20200519_20200820_02_T1,LC08_L1TP_199025_20200519_20200820_02_T1,LC81990252020140LGN00,2020/05/19,T1,2, 199, 025, 199, 025,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-19 10:39:36.061155,2020-05-19 10:40:07.831154,LGN,DAY,   1.15,   1.13,415,5,    7.441,    5.190,    5.332,LPGS_15.3.1c,57.02477930,151.17018962,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,50°16'51.67"N,2°57'07.27"E,51°20'27.49"N,1°14'54.35"E,51°20'32.75"N,4°39'04.03"E,49°11'10.18"N,1°19'32.66"E,49°11'15.04"N,4°34'41.63"E, 50.28102,   2.95202, 51.34097,   1.24843, 51.34243,   4.65112, 49.18616,   1.32574, 49.18751,   4.57823,LC08_L2SP_199025_20200519_20200820_02_T1,LC81990252020140LGN00
1305,LC08_L2SP_202025_20200524_20200820_02_T1,LC08_L1TP_202025_20200524_20200820_02_T1,LC82020252020145LGN00,2020/05/24,T1,2, 202, 025, 202, 025,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-24 10:58:09.422806,2020-05-24 10:58:41.192805,LGN,DAY,  15.87,   6.27,345,5,    7.570,    5.121,    5.575,LPGS_15.3.1c,57.92363976,150.41857257,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'51.06"N,1°40'39.50"W,51°21'03.28"N,3°19'49.01"W,51°18'43.63"N,0°01'55.09"E,49°12'50.62"N,3°18'56.92"W,49°10'41.09"N,0°06'02.12"W, 50.28085,  -1.67764, 51.35091,  -3.33028, 51.31212,   0.03197, 49.21406,  -3.31581, 49.17808,  -0.10059,LC08_L2SP_202025_20200524_20200820_02_T1,LC82020252020145LGN00
1306,LC08_L2SP_202026_20200524_20200820_02_T1,LC08_L1TP_202026_20200524_20200820_02_T1,LC82020262020145LGN00,2020/05/24,T1,2, 202, 026, 202, 026,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-24 10:58:33.30961,2020-05-24 10:59:05.079609,LGN,DAY,  15.81,  14.19,408,5,    7.981,    5.056,    6.175,LPGS_15.3.1c,58.97977834,148.42547626,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'58.07"N,2°16'06.20"W,49°55'53.62"N,3°53'20.29"W,49°54'37.73"N,0°37'00.77"W,47°47'20.40"N,3°51'06.52"W,47°46'09.98"N,0°42'59"W, 48.86613,  -2.26839, 49.93156,  -3.88897, 49.91048,  -0.61688, 47.78900,  -3.85181, 47.76944,  -0.71639,LC08_L2SP_202026_20200524_20200820_02_T1,LC82020262020145LGN00
1307,LC08_L2SP_200024_20200526_20200820_02_T1,LC08_L1TP_200024_20200526_20200820_02_T1,LC82000242020147LGN00,2020/05/26,T1,2, 200, 024, 200, 024,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-26 10:45:24.230611,2020-05-26 10:45:56.00061,LGN,DAY,   9.87,  15.42,382,5,    7.691,    5.079,    5.776,LPGS_15.3.1c,57.15801549,152.05170645,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,51°41'35.77"N,2°02'06.90"E,52°44'55.43"N,0°14'12.19"E,52°46'41.99"N,3°47'03.30"E,50°34'27.48"N,0°21'57.60"E,50°36'06.08"N,3°44'51.04"E, 51.69327,   2.03525, 52.74873,   0.23672, 52.77833,   3.78425, 50.57430,   0.36600, 50.60169,   3.74751,LC08_L2SP_200024_20200526_20200820_02_T1,LC82000242020147LGN00
1308,LC08_L2SP_200025_20200526_20200820_02_T1,LC08_L1TP_200025_20200526_20200820_02_T1,LC82000252020147LGN00,2020/05/26,T1,2, 200, 025, 200, 025,NADIR,   0.000,2020/08/20,2020/08/20,2020-05-26 10:45:48.117414,2020-05-26 10:46:19.887413,LGN,DAY,   1.61,   1.14,349,5,    7.381,    5.131,    5.306,LPGS_15.3.1c,58.23570318,150.11251629,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,50°16'51.96"N,1°24'53.03"E,51°19'50.09"N,0°20'41.14"W,51°22'41.88"N,3°06'02.09"E,49°09'04.93"N,0°11'43.76"W,49°11'44.02"N,3°05'45.89"E, 50.28110,   1.41473, 51.33058,  -0.34476, 51.37830,   3.10058, 49.15137,  -0.19549, 49.19556,   3.09608,LC08_L2SP_200025_20200526_20200820_02_T1,LC82000252020147LGN00
